CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
706,Spain,Male,24,2,141078.57,1,1,1,24402.87,0,0,3,GOLD,563
730,France,Female,27,7,0.0,2,1,0,144099.48,0,0,1,SILVER,833
696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,0,4,DIAMOND,694
726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0,0,4,PLATINUM,622
652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0,0,1,PLATINUM,343
695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0,0,2,GOLD,282
592,Germany,Male,31,7,124593.23,1,1,0,86079.67,0,0,2,DIAMOND,326
685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0,0,2,SILVER,220
556,Germany,Female,43,4,125890.72,1,1,1,74854.97,0,0,3,PLATINUM,285
731,Spain,Female,33,5,137388.01,2,1,0,165000.68,0,0,3,PLATINUM,935
682,Germany,Male,36,5,72373.62,2,1,0,36895.99,0,0,2,GOLD,505
494,Germany,Male,37,5,107106.33,2,1,0,172063.09,0,0,3,PLATINUM,586
628,France,Female,38,3,0.0,2,1,1,48924.73,0,0,3,GOLD,914
597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,0,3,PLATINUM,701
667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0,0,5,SILVER,874
746,France,Male,35,2,172274.01,1,1,0,22374.97,0,0,3,PLATINUM,950
544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,0,4,DIAMOND,866
679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0,0,1,GOLD,564
618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0,0,5,GOLD,615
613,France,Male,36,9,131307.11,1,0,0,83343.73,0,0,4,PLATINUM,336
679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0,0,2,PLATINUM,606
521,France,Male,25,7,0.0,2,1,1,157878.67,0,0,1,SILVER,323
612,France,Female,42,10,75497.51,1,0,0,149682.78,0,0,2,DIAMOND,240
593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0,0,5,PLATINUM,264
665,France,Male,35,8,110934.54,1,1,0,169287.99,0,0,1,PLATINUM,487
763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,0,2,PLATINUM,366
420,Germany,Female,31,1,108377.75,2,1,1,9904.63,0,0,2,DIAMOND,593
587,Spain,Male,45,6,0.0,1,0,0,158684.81,0,0,3,PLATINUM,732
577,Spain,Male,41,4,89015.61,1,0,1,135227.23,0,0,4,DIAMOND,719
664,France,Male,40,9,0.0,2,1,0,194767.3,0,0,5,SILVER,354
619,France,Female,42,2,0.0,1,1,1,101348.88,1,1,2,DIAMOND,464
502,France,Female,42,8,159660.8,3,1,0,113931.57,1,1,3,DIAMOND,377
645,Spain,Male,44,8,113755.78,2,1,0,149756.71,1,1,5,DIAMOND,484
376,Germany,Female,29,4,115046.74,4,1,0,119346.88,1,1,2,DIAMOND,282
653,Germany,Male,58,1,132602.88,1,1,0,5097.67,1,0,2,SILVER,163
510,Spain,Female,38,4,0.0,1,1,0,118913.53,1,1,2,DIAMOND,887
591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,1,3,DIAMOND,298
475,France,Female,45,0,134264.04,1,1,0,27822.99,1,1,1,DIAMOND,877
465,France,Female,51,8,122522.32,1,0,0,181297.65,1,1,5,SILVER,828
834,France,Female,49,2,131394.56,1,0,0,194365.76,1,1,2,GOLD,567
829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,1,3,DIAMOND,779
637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,1,1,SILVER,730
655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,1,3,SILVER,343
601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,1,2,DIAMOND,225
511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,1,5,SILVER,549
738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,1,4,GOLD,725
777,France,Female,32,2,0.0,1,1,0,136458.19,1,1,5,SILVER,917
750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,1,2,SILVER,852
646,France,Female,46,4,0.0,3,1,0,93251.42,1,1,3,PLATINUM,470
647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,1,3,DIAMOND,752
670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,1,2,GOLD,915
622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,1,3,GOLD,299
479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,1,3,DIAMOND,328
721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,1,5,PLATINUM,541
524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,1,1,SILVER,462
432,France,Male,42,9,152603.45,1,1,0,110265.24,1,1,3,DIAMOND,437
549,France,Female,52,1,0.0,1,0,1,8636.05,1,1,4,DIAMOND,485
625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,1,3,PLATINUM,410
584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0,4,DIAMOND,814
579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,1,4,GOLD,247
793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,1,5,GOLD,883
691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0,2,SILVER,402
535,France,Female,48,9,0.0,1,1,0,149892.79,1,1,4,GOLD,697
706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,1,1,GOLD,701
683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,1,1,PLATINUM,388
704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,1,2,PLATINUM,801
667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,1,5,PLATINUM,308
480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,1,1,GOLD,775
754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,1,4,GOLD,810
804,France,Female,50,4,0.0,1,1,1,8546.87,1,1,2,GOLD,482
715,France,Female,41,8,56214.85,2,0,0,92982.61,1,1,4,GOLD,790
516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,1,5,GOLD,509
711,France,Female,38,2,129022.06,2,1,1,14374.86,1,1,4,DIAMOND,321
608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,1,3,PLATINUM,639
643,France,Male,45,5,0.0,1,1,0,142513.5,1,1,3,GOLD,730
668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,1,3,GOLD,629
807,France,Male,43,1,105799.32,2,1,0,34888.04,1,1,4,DIAMOND,924
592,France,Male,54,8,0.0,1,1,1,28737.71,1,1,2,PLATINUM,359
850,France,Male,33,10,0.0,1,1,0,4861.72,1,1,1,SILVER,359
671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,1,3,PLATINUM,901
547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,1,4,SILVER,790
751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,1,2,DIAMOND,756
763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,1,3,GOLD,709
539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,1,4,DIAMOND,264
668,France,Female,46,2,0.0,3,1,0,89048.46,1,1,1,DIAMOND,943
659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,1,2,SILVER,815
635,France,Female,40,10,123497.58,1,1,0,131953.23,1,1,5,GOLD,774
739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,1,2,DIAMOND,718
549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,1,2,GOLD,716
733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,1,4,PLATINUM,759
756,France,Male,62,3,0.0,1,1,1,11199.04,1,1,3,SILVER,600
714,France,Male,46,1,0.0,1,1,0,152167.79,1,1,2,PLATINUM,747
479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,1,1,GOLD,751
750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,1,2,PLATINUM,563
687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,1,2,SILVER,336
731,France,Male,43,2,0.0,1,1,1,170034.95,1,1,2,DIAMOND,777
614,France,Male,50,4,137104.47,1,1,0,127166.49,1,1,1,DIAMOND,958
559,France,Male,49,2,147069.78,1,1,0,120540.83,1,1,1,DIAMOND,245
749,France,Male,40,1,139290.41,1,1,0,182855.42,1,1,1,SILVER,381
644,France,Female,46,9,95441.27,1,1,0,108761.05,1,1,1,SILVER,568
584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,1,4,PLATINUM,641
485,France,Male,29,7,182123.79,1,1,0,116828.51,1,1,4,GOLD,583
805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,1,3,SILVER,317
716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,1,5,DIAMOND,465
642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,1,4,GOLD,269
522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,1,3,GOLD,973
643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,1,5,PLATINUM,537
745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,1,2,GOLD,291
687,Spain,Female,39,2,0.0,3,0,0,188150.6,1,1,2,GOLD,616
648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,1,4,GOLD,932
556,Spain,Male,38,8,0.0,2,0,0,417.41,1,1,3,GOLD,632
616,France,Female,66,1,135842.41,1,1,0,183840.51,1,1,2,DIAMOND,302
538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,1,5,GOLD,797
693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,1,3,GOLD,430
487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,1,2,DIAMOND,982
756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,1,3,DIAMOND,523
535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,1,2,GOLD,567
568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,1,2,SILVER,818
619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,1,5,PLATINUM,367
545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,1,5,GOLD,958
553,Spain,Male,47,3,116528.15,1,0,0,145704.19,1,1,2,DIAMOND,918
675,France,Female,38,6,68065.8,1,0,0,138777.0,1,1,5,PLATINUM,543
514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,1,4,GOLD,774
662,France,Female,32,4,133950.37,1,1,1,48725.68,1,1,1,DIAMOND,368
816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,1,4,GOLD,961
703,France,Male,37,1,149762.08,1,1,0,20629.4,1,1,3,DIAMOND,371
621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,1,2,SILVER,956
615,Spain,Male,61,9,0.0,2,1,0,150227.85,1,1,4,DIAMOND,683
542,France,Male,39,3,135096.77,1,1,1,14353.43,1,1,2,PLATINUM,328
531,France,Female,47,6,0.0,1,0,0,194998.34,1,1,2,SILVER,510
673,France,Female,38,2,170061.92,2,0,0,134901.34,1,1,5,PLATINUM,954
570,France,Female,58,8,0.0,1,0,1,116503.92,1,1,2,DIAMOND,257
774,France,Male,60,5,85891.55,1,1,0,74135.48,1,1,5,GOLD,540
605,France,Female,51,3,136188.78,1,1,1,67110.59,1,1,1,PLATINUM,683
468,France,Female,56,10,0.0,3,0,1,62256.87,1,1,3,PLATINUM,547
698,France,Male,48,4,101238.24,2,0,1,177815.87,1,1,1,GOLD,342
850,France,Female,35,1,211774.31,1,1,0,188574.12,1,1,2,PLATINUM,757
572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,1,5,GOLD,352
608,France,Male,59,1,0.0,1,1,0,70649.64,1,1,4,DIAMOND,585
564,Germany,Female,62,5,114931.35,3,0,1,18260.98,1,1,3,GOLD,771
745,Germany,Female,28,1,111071.36,1,1,0,73275.96,1,1,1,PLATINUM,238
721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,1,2,PLATINUM,405
504,France,Female,49,7,0.0,3,0,1,87822.14,1,1,5,SILVER,408
674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1,1,4,GOLD,363
590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,1,1,SILVER,759
598,Germany,Male,41,3,91536.93,1,1,0,191468.78,1,1,1,SILVER,980
509,France,Female,46,1,0.0,1,1,0,71244.59,1,1,2,DIAMOND,264
438,Spain,Female,54,2,0.0,1,0,0,191763.07,1,1,3,SILVER,281
651,France,Male,45,1,0.0,1,1,0,67740.08,1,1,3,SILVER,629
648,Spain,Female,49,10,0.0,2,1,1,159835.78,1,1,2,GOLD,314
607,Spain,Female,33,2,108431.87,2,0,1,109291.39,1,1,5,PLATINUM,647
647,Germany,Female,51,1,119741.77,2,0,0,54954.51,1,1,3,SILVER,847
760,France,Female,51,2,100946.71,1,0,0,179614.8,1,1,4,DIAMOND,550
621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1,1,3,PLATINUM,777
519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1,1,1,PLATINUM,934
713,Germany,Female,38,7,144606.22,1,1,1,56594.36,1,1,1,SILVER,656
683,Germany,Female,57,5,162448.69,1,0,0,9221.78,1,1,5,SILVER,746
601,France,Female,43,8,0.0,3,0,1,110916.15,1,1,4,SILVER,343
566,France,Male,30,5,0.0,1,1,0,54926.51,1,1,4,DIAMOND,817
727,Spain,Female,31,0,0.0,1,1,0,121751.04,1,1,2,SILVER,274
612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1,1,5,GOLD,455
589,France,Female,61,1,0.0,1,1,0,61108.56,1,1,4,SILVER,923
583,Germany,Female,54,6,115988.86,1,1,0,57553.98,1,1,5,DIAMOND,878
850,France,Male,31,6,67996.23,2,0,0,50129.87,1,1,3,DIAMOND,895
752,Spain,Male,48,5,116060.08,1,1,0,156618.38,1,1,5,PLATINUM,265
660,Germany,Female,39,5,135134.99,1,1,0,173683.0,1,1,1,DIAMOND,816
819,France,Female,39,9,133102.92,1,1,0,27046.46,1,1,2,SILVER,444
673,France,Female,34,8,42157.08,1,1,0,20598.59,1,1,2,SILVER,611
459,Germany,Male,48,4,133994.52,1,1,1,19287.06,1,1,5,DIAMOND,661
739,Germany,Male,45,7,102703.62,1,0,1,147802.94,1,1,3,SILVER,827
661,Spain,Male,42,2,178820.91,1,0,0,29358.57,1,1,1,PLATINUM,426
769,Germany,Female,45,5,126674.81,1,1,0,124118.71,1,1,5,DIAMOND,592
625,France,Female,51,7,136294.97,1,1,0,38867.46,1,1,1,PLATINUM,833
445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1,1,5,PLATINUM,561
543,Germany,Female,57,1,106138.33,2,1,1,120657.32,1,1,5,GOLD,677
750,Germany,Male,40,5,168286.81,3,1,0,20451.99,1,1,4,GOLD,523
650,Spain,Female,25,3,86605.5,3,1,0,16649.31,1,1,2,GOLD,653
672,Spain,Female,56,2,209767.31,2,1,1,150694.42,1,1,5,PLATINUM,742
459,Spain,Female,42,6,129634.25,2,1,1,177683.02,1,1,3,PLATINUM,326
499,France,Female,57,1,0.0,1,0,0,131372.38,1,1,3,GOLD,251
738,Germany,Male,43,9,121152.05,2,1,0,64166.7,1,1,5,DIAMOND,912
545,Germany,Female,60,7,128981.07,1,0,1,176924.21,1,1,5,GOLD,907
611,France,Female,49,2,88915.37,3,0,0,161435.02,1,1,1,PLATINUM,561
693,France,Female,35,5,124151.09,1,1,0,88705.14,1,1,5,DIAMOND,854
663,Germany,Female,36,6,77253.5,1,0,0,35817.97,1,1,5,PLATINUM,944
710,Germany,Male,43,2,140080.32,3,1,1,157908.19,1,1,3,GOLD,350
720,Germany,Male,60,9,115920.62,2,0,0,157552.08,1,1,1,PLATINUM,274
531,France,Female,63,1,114715.71,1,0,1,24506.95,1,1,2,PLATINUM,908
742,Germany,Female,36,2,129748.54,2,0,0,47271.61,1,1,3,GOLD,914
636,Germany,Male,49,6,113599.74,2,1,0,158887.09,1,1,2,PLATINUM,752
622,Germany,Female,58,7,116922.25,1,1,0,120415.61,1,1,2,GOLD,475
692,Spain,Male,28,9,118945.09,1,0,0,16064.25,1,1,3,SILVER,735
747,Germany,Male,58,7,116313.57,1,1,1,190696.35,1,1,3,PLATINUM,844
790,Spain,Female,46,9,0.0,1,0,0,14679.81,1,1,3,SILVER,258
421,Germany,Male,28,8,122384.22,3,1,1,89017.38,1,1,4,SILVER,237
580,Germany,Female,42,2,123331.36,1,0,0,103516.08,1,1,3,DIAMOND,362
732,Spain,Female,69,9,137453.43,1,0,1,110932.24,1,1,5,PLATINUM,719
553,Spain,Female,48,3,0.0,1,0,1,30730.95,1,1,3,PLATINUM,421
732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1,1,4,DIAMOND,738
773,Spain,Female,41,5,0.0,1,1,0,28266.9,1,1,4,DIAMOND,497
667,Germany,Female,48,1,97133.92,2,0,0,113316.77,1,1,5,GOLD,736
567,Germany,Female,49,5,134956.02,1,1,0,93953.84,1,1,1,GOLD,980
598,France,Male,64,1,0.0,2,1,0,195635.3,1,1,1,PLATINUM,839
667,France,Male,43,8,190227.46,1,1,0,97508.04,1,1,3,DIAMOND,680
548,France,Female,32,2,172448.77,1,1,0,188083.77,1,1,2,GOLD,374
636,France,Female,48,1,170833.46,1,1,0,110510.28,1,1,1,PLATINUM,654
603,Germany,Male,44,6,108122.39,2,1,0,108488.33,1,1,3,GOLD,652
629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1,1,3,PLATINUM,257
749,France,Female,60,6,0.0,1,1,0,17978.68,1,1,5,SILVER,718
679,France,Female,43,4,0.0,3,1,0,115136.51,1,1,2,DIAMOND,961
643,France,Female,45,4,45144.43,1,1,0,60917.24,1,1,5,DIAMOND,450
703,France,Female,51,3,0.0,3,1,1,77294.56,1,1,2,DIAMOND,924
728,Germany,Female,35,8,125884.95,2,1,0,54359.02,1,1,5,PLATINUM,273
523,France,Female,40,2,102967.41,1,1,0,128702.1,1,1,1,PLATINUM,606
727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1,1,1,SILVER,513
599,France,Male,58,4,0.0,1,0,0,176407.15,1,1,2,GOLD,818
672,France,Female,45,9,0.0,1,1,1,92027.69,1,1,1,PLATINUM,397
516,France,Female,46,1,104947.72,1,1,0,115789.25,1,1,5,DIAMOND,665
475,France,Male,39,6,0.0,1,1,1,56999.9,1,1,1,GOLD,388
609,Spain,Male,61,1,0.0,1,1,0,22447.85,1,1,5,PLATINUM,400
555,France,Male,51,5,0.0,3,1,0,189122.89,1,1,1,PLATINUM,406
512,Spain,Male,36,1,0.0,1,0,1,135482.26,1,1,4,PLATINUM,795
775,France,Male,52,8,109922.61,1,1,1,96823.32,1,1,4,SILVER,347
376,France,Female,46,6,0.0,1,1,0,157333.69,1,1,2,PLATINUM,979
599,Spain,Female,39,4,0.0,1,1,0,194273.2,1,1,3,PLATINUM,543
715,France,Female,38,5,118590.41,1,1,1,5684.17,1,1,4,GOLD,788
684,France,Female,48,3,73309.38,1,0,0,21228.34,1,1,3,DIAMOND,579
665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1,1,3,DIAMOND,553
529,Spain,Male,63,4,96134.11,3,1,0,108732.96,1,1,3,GOLD,693
683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1,1,5,PLATINUM,443
586,France,Female,43,8,132558.26,1,1,0,67046.83,1,1,2,SILVER,230
614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1,1,4,PLATINUM,830
569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1,1,1,SILVER,268
722,France,Female,49,3,168197.66,1,1,0,140765.57,1,1,1,SILVER,383
646,France,Female,42,3,175159.9,2,0,0,67124.48,1,1,3,DIAMOND,641
521,Germany,Male,52,5,116497.31,3,0,0,53793.1,1,1,3,SILVER,647
444,France,Male,45,6,0.0,1,1,0,130009.85,1,1,4,GOLD,669
724,France,Male,40,10,0.0,1,1,0,127847.25,1,1,5,GOLD,699
676,France,Female,37,5,89634.69,1,1,1,169583.18,1,1,4,DIAMOND,982
850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1,1,5,DIAMOND,312
625,France,Male,49,6,173434.9,1,1,0,165580.93,1,1,3,SILVER,835
630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1,1,1,SILVER,309
807,Spain,Female,42,1,0.0,1,1,0,16500.66,1,1,2,DIAMOND,406
726,France,Female,48,4,0.0,1,1,0,114020.06,1,1,2,DIAMOND,283
631,Germany,Male,40,3,107949.45,1,1,0,52449.62,1,1,4,DIAMOND,728
581,France,Female,47,1,122949.14,1,0,0,180251.68,1,1,2,DIAMOND,983
613,Germany,Male,38,9,67111.65,1,1,0,78566.64,1,1,3,SILVER,599
512,France,Male,36,4,152169.12,2,0,0,38629.3,1,1,5,DIAMOND,555
731,France,Female,52,10,0.0,1,1,1,24998.75,1,1,1,DIAMOND,333
594,France,Male,57,6,0.0,1,1,0,19376.56,1,1,5,GOLD,661
844,France,Male,40,7,113348.14,1,1,0,31904.31,1,1,4,SILVER,326
686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1,1,5,GOLD,983
688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1,1,5,DIAMOND,663
803,France,Male,42,5,0.0,1,1,0,196466.83,1,1,1,GOLD,534
712,France,Male,36,2,100749.5,3,0,0,70758.37,1,1,2,PLATINUM,291
715,France,Male,41,4,94267.9,1,0,1,152821.12,1,1,5,GOLD,831
692,France,Male,29,4,0.0,1,1,0,76755.99,1,1,3,PLATINUM,686
756,Germany,Female,39,3,100717.85,3,1,1,73406.04,1,1,1,SILVER,439
420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1,1,3,DIAMOND,974
713,France,Female,52,0,185891.54,1,1,1,46369.57,1,1,4,PLATINUM,544
833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1,1,2,SILVER,504
731,Germany,Female,21,8,132312.06,1,1,0,106663.46,1,1,2,GOLD,269
608,France,Female,62,8,144976.5,1,0,0,175836.03,1,1,1,GOLD,836
731,France,Female,47,1,115414.19,3,0,0,191734.67,1,1,3,GOLD,611
698,Germany,Male,56,1,112414.81,2,0,0,93982.02,1,1,4,DIAMOND,257
779,Germany,Male,33,1,158456.76,1,1,1,197000.92,1,1,5,PLATINUM,274
606,Spain,Male,35,7,0.0,1,1,0,106837.06,1,1,5,SILVER,418
669,France,Female,35,7,0.0,1,1,1,49108.23,1,1,1,SILVER,335
618,France,Female,37,5,96652.86,1,1,0,98686.4,1,1,3,DIAMOND,383
765,Germany,Male,43,4,148962.76,1,0,1,173878.87,1,1,3,GOLD,873
755,Germany,Female,45,7,135643.0,1,0,0,143619.52,1,1,3,PLATINUM,265
434,Germany,Female,58,9,125801.03,2,1,0,60891.8,1,1,2,PLATINUM,690
513,France,Male,35,8,0.0,1,1,0,76640.29,1,1,4,GOLD,276
755,France,Male,41,6,104817.41,1,1,0,126013.58,1,1,1,GOLD,224
693,Germany,Male,40,0,120711.73,1,0,0,27345.18,1,1,1,DIAMOND,709
705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1,1,2,DIAMOND,801
552,France,Male,49,4,0.0,1,1,1,190296.76,1,1,1,SILVER,759
673,France,Female,43,5,168069.73,1,1,1,146992.24,1,1,4,GOLD,732
765,France,Female,50,9,126547.8,1,1,1,79579.94,1,1,1,PLATINUM,357
701,France,Male,40,5,169742.64,1,1,1,153537.55,1,1,4,GOLD,840
785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,1,4,SILVER,766
363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,1,2,SILVER,324
399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,1,5,PLATINUM,475
711,France,Male,51,7,0.0,3,1,0,38409.79,1,1,2,SILVER,631
610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,1,5,DIAMOND,237
579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,1,4,PLATINUM,266
745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,1,1,GOLD,447
706,France,Female,23,5,0.0,1,0,0,164128.41,1,1,2,GOLD,620
693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,1,2,SILVER,408
587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,1,3,SILVER,744
626,France,Female,44,10,81553.93,1,1,0,20063.63,1,1,1,SILVER,780
588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,1,5,SILVER,801
628,France,Female,46,1,46870.43,4,1,0,31272.14,1,1,1,DIAMOND,826
704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,1,4,SILVER,828
534,France,Female,55,8,116973.26,3,1,0,122066.5,1,1,1,PLATINUM,840
474,France,Male,33,5,0.0,2,1,0,181945.52,1,1,1,DIAMOND,454
635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,1,1,PLATINUM,969
790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,1,2,GOLD,661
672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,1,2,SILVER,568
593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,1,3,DIAMOND,620
811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1,1,2,GOLD,488
823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1,1,1,SILVER,621
542,France,Male,38,8,65942.26,1,1,1,68093.23,1,1,4,PLATINUM,258
675,France,Male,54,2,0.0,1,1,0,149583.67,1,1,5,SILVER,752
789,France,Male,37,3,0.0,1,1,0,121883.87,1,1,4,SILVER,259
598,France,Female,43,5,0.0,3,1,1,100722.72,1,1,1,SILVER,858
635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1,1,3,SILVER,997
593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,1,3,DIAMOND,376
743,France,Female,40,6,0.0,1,1,0,28280.8,1,1,2,PLATINUM,744
568,Spain,Female,43,9,0.0,1,1,0,125870.79,1,1,1,PLATINUM,805
727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,1,1,GOLD,612
794,France,Female,41,7,176845.41,3,1,0,166526.26,1,1,5,GOLD,226
460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1,1,5,SILVER,766
648,France,Female,54,9,120633.42,1,0,0,5924.38,1,1,4,SILVER,425
535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1,1,4,SILVER,351
611,Spain,Male,52,7,0.0,1,0,1,73585.18,1,1,2,PLATINUM,380
625,France,Male,43,8,201696.07,1,1,0,133020.9,1,1,4,GOLD,538
608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1,1,4,PLATINUM,268
652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1,1,1,DIAMOND,765
528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,1,4,PLATINUM,764
457,France,Male,41,8,73700.12,3,1,1,185750.02,1,1,5,DIAMOND,310
846,France,Female,41,5,0.0,3,1,0,3440.47,1,1,1,GOLD,994
582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1,1,1,SILVER,454
630,France,Female,40,0,118633.08,1,0,1,60032.46,1,1,4,DIAMOND,475
627,France,Female,55,2,159441.27,1,1,0,100686.11,1,1,3,DIAMOND,485
775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1,1,2,GOLD,332
636,Spain,Female,33,0,0.0,1,1,0,92277.47,1,1,2,SILVER,618
487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,1,2,PLATINUM,400
693,France,Female,38,3,0.0,2,0,0,78133.48,1,1,5,GOLD,724
662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1,1,3,PLATINUM,709
359,France,Female,44,6,128747.69,1,1,0,146955.71,1,1,1,PLATINUM,981
